short_name,long_name,age,dob,height_cm,weight_kg,nationality,club
Y. Kasim,Yaser Kasim,28,1991-05-10,181,73,Iraq,Örebro SK
R. Kiernan,Robert Kiernan,28,1991-01-13,186,77,Republic of Ireland,Southend United
F. Liverstam,Fredrik Liverstam,31,1988-03-04,194,84,Sweden,Helsingborgs IF
A. Al Zori,Abdullah Mohammed Al Zoari Al Dossary,31,1987-08-13,180,69,Saudi Arabia,Al Wehda
Lim Sang Hyub,임상협 廉桑,30,1988-07-08,180,73,Korea Republic,Jeju United FC
S. Rafn,Simen Rafn,27,1992-02-16,172,70,Norway,Lillestrøm SK
H. Tanaka,Hayuma Tanaka,36,1982-07-31,174,64,Japan,Matsumoto Yamaga
J. Edwards,Joe Edwards,28,1990-10-31,173,73,England,Plymouth Argyle
M. Marrone,Michael Marrone,32,1987-01-27,179,78,Australia,Adelaide United
B. Reeves,Ben Reeves,27,1991-11-19,172,67,Northern Ireland,Milton Keynes Dons
M. Schwenk,Manuel Schwenk,27,1992-03-07,178,77,Germany,Eintracht Braunschweig
S. Neville,Scott Neville,30,1989-01-11,184,75,Australia,Brisbane Roar
K. Kratz,Kevin Kratz,32,1987-01-21,173,72,Germany,Atlanta United
A. Papazoglou,Athanasios Papazoglou,31,1988-03-30,196,96,Greece,FC Voluntari
M. Sans,Matthieu Sans,31,1988-06-16,191,86,France,Chamois Niortais Football Club
L. Poujol,Loïc Poujol,30,1989-02-27,187,84,France,Rodez Aveyron Football
J. Shea,James Shea,28,1991-06-16,181,76,England,Luton Town
M. Pink,Markus Pink,28,1991-02-24,188,87,Austria,SK Sturm Graz
M. Aratore,Marco Aratore,28,1991-06-04,177,75,Switzerland,FC Lugano
B. McKay,Billy McKay,30,1988-10-22,170,68,Northern Ireland,Ross County FC
L. Ridehalgh,Liam Ridehalgh,28,1991-04-20,178,72,England,Tranmere Rovers
J. Mason,Joe Mason,28,1991-05-13,178,73,Republic of Ireland,Milton Keynes Dons
J. Hingert,Jack David Hingert,28,1990-09-26,170,68,Australia,Brisbane Roar
A. Marino,Antonio Marino,30,1988-08-09,188,84,Italy,Venezia FC
G. Tulli,Giacomo Tulli,31,1987-10-24,174,72,Italy,Trapani
G. Wylde,Gregg Wylde,28,1991-03-23,175,72,Scotland,Livingston FC
L. Tankulic,Luka Tankulic,28,1991-06-21,183,77,Germany,SV Meppen
C. Hussey,Chris Hussey,30,1989-01-02,178,65,England,Cheltenham Town
H. Mizumoto,水本 裕貴,33,1985-09-12,183,72,Japan,Matsumoto Yamaga
P. Cowan-Hall,Paris Cowan-Hall,28,1990-10-05,173,73,England,Colchester United
K. Appiah,Kwesi Appiah,28,1990-08-12,180,80,Ghana,AFC Wimbledon
R. Bowman,Ryan Bowman,27,1991-11-30,185,83,England,Exeter City
A. Martin,Aaron Martin,29,1989-09-29,190,76,England,Exeter City
P. Slišković,Petar Slišković,28,1991-02-21,193,91,Croatia,MSV Duisburg
J. Nilsen,Joakim  Våge Nilsen,28,1991-04-24,177,73,Norway,FK Haugesund
D. McMillan,David McMillan,30,1988-12-14,180,77,Republic of Ireland,St. Johnstone FC
K. Ward,Keith Ward,28,1990-10-12,168,65,Republic of Ireland,Bohemian FC
Vicente,Bruno Leonardo  Vicente,30,1989-02-18,176,70,Brazil,Castellammare di Stabia
V. Créhin,Vincent Kevin Créhin,30,1989-01-21,169,75,France,Le Mans FC
E. Sağlik,Enes Sağlık,27,1991-07-08,170,72,Belgium,Sporting de Charleroi
A. Latifu,Akeem Latifu,29,1989-11-16,182,77,Nigeria,Mjøndalen IF
S. Payne,Stefan Payne,27,1991-08-10,178,74,England,Tranmere Rovers
M. Guezoui,Medhy Guezoui,30,1989-03-30,188,80,France,FC Chambly Oise
Lee Jae Kwon,이재권 李在权,31,1987-07-30,176,72,Korea Republic,Gangwon FC
T. Rühle,Tobias Rühle,28,1991-02-07,179,79,Germany,KFC Uerdingen 05
M. Nielsen,Mathias Nielsen,28,1991-03-02,187,80,Denmark,Randers FC
B. Gartland,Brian Gartland,32,1986-11-04,188,85,Republic of Ireland,Dundalk
F. Julienne,Franck Julienne,28,1991-03-07,171,58,France,Le Mans FC
N. Ajose,Nicky Ajose,27,1991-10-07,173,78,England,Exeter City
G. Ivanov,Galin Stefanov Ivanov,31,1988-04-15,178,70,Bulgaria,Bulgaria
S. Carrasco,Servando Carrasco,30,1988-08-13,180,75,United States,LA Galaxy
Kim Soo Beom,김수범 金秀范,28,1990-10-02,174,66,Korea Republic,Perth Glory
A. Rodman,Alex Rodman,32,1987-02-15,188,80,England,Bristol Rovers
J. Maurer,Jimmy Maurer,30,1988-10-14,189,84,United States,FC Dallas
D. Boysen,David Boysen,28,1991-04-30,179,71,Denmark,Helsingborgs IF
Urko Vera,Urko Vera Mateos,32,1987-05-14,190,88,Spain,Oldham Athletic
J. Mendes,Joseph Mendes,28,1991-03-30,186,80,Guinea Bissau,AC Ajaccio
Yu Sang Hun,유상훈 柳相勋,30,1989-05-25,194,84,Korea Republic,FC Seoul
J. Chianese,Joel Joseph Chianese,29,1990-02-15,176,75,Australia,Perth Glory
G. Korte,Gianluca  Korte,28,1990-08-29,175,70,Germany,SV Waldhof Mannheim
R. Korte,Raffael Korte,28,1990-08-29,175,69,Germany,SV Waldhof Mannheim
Mikel Iribas,Mikel Iribas Aliende,31,1988-04-13,183,78,Spain,CF Fuenlabrada
W. Jordán,Wilmar Jordán Gil,28,1990-10-17,183,87,Colombia,Envigado FC
J. Derstroff,Julian-Maurice Derstroff,27,1992-01-05,182,75,Germany, SSV Jahn Regensburg
Yu Ji Hoon,유지훈 Ji Hoon Yu,31,1988-06-09,172,66,Korea Republic,Gyeongnam FC
S. Auer,Stephan Auer,28,1991-01-11,176,74,Austria,SK Rapid Wien
S. Balić,Saša Balić,29,1990-01-29,185,78,Montenegro,Zagłębie Lubin
T. Boyd,Terrence Boyd,28,1991-02-16,188,82,United States,Hallescher FC
T. Lee,李 忠成,33,1985-12-19,182,73,Japan,Yokohama F. Marinos
Hwang Soon Min,황순민 金胜敏,28,1990-09-14,178,69,Korea Republic,Daegu FC
M. Harrer,Martin Harrer,27,1992-05-19,182,78,Austria,FC Voluntari
A. Sarr,Adama Sarr,28,1991-03-15,174,66,Senegal,Paris FC
K. Al Ghamdi,Khalid Ahmed Al Ghamdi,31,1988-03-28,167,62,Saudi Arabia,Al Faisaly
N. Knight-Percival,Nathaniel Knight-Percival,32,1987-03-31,182,73,England,Carlisle United
O. Hein,Oliver Hein,29,1990-03-22,174,67,Germany, SSV Jahn Regensburg
Y. Hamza,Yassen Hamza,28,1990-09-27,182,76,Saudi Arabia,Al Wehda
M. Blair,Matty Blair,30,1989-06-21,178,74,England,Doncaster Rovers
M. Al Fehaid,Mohammed Al Fehaid,29,1990-01-08,178,74,Saudi Arabia,Al Fateh
A. Al Qarni,Assaf Ahmed Al Qarni,35,1984-04-02,183,81,Saudi Arabia,Al Ittihad
S. Rakowitz,Stefan Rakowitz,29,1990-04-03,172,66,Austria,TSV Hartberg
D. Iapichino,Dennis Iapichino,28,1990-07-27,182,73,Switzerland,Servette FC
S. Piesinger,Simon Piesinger,27,1992-05-13,192,84,Austria,Randers FC
F. Darwish,Faisal Darwish,27,1991-07-03,176,64,Saudi Arabia,Al Wehda
A. Al Zaqan,Ali Ahmed Al Zaqan,28,1991-01-11,178,71,Saudi Arabia,Al Fateh
A. Al Mutairi,Abdullah Saud Al Mutairi,33,1986-07-01,174,61,Saudi Arabia,Al Fayha
G. Torromino,Giuseppe Torromino,31,1988-06-21,176,72,Italy,Castellammare di Stabia
A. Al Barakah,Abdulrahman Al Barakah,28,1990-09-21,175,69,Saudi Arabia,Al Fayha
Hwang Seok Ho,황석호 黄锡浩,30,1989-06-27,183,80,Korea Republic,Shimizu S-Pulse
P. McGinn,Paul McGinn,28,1990-10-22,183,79,Scotland,St. Mirren
T. Lindenhahn,Toni Lindenhahn,28,1990-11-15,177,79,Germany,Hallescher FC
M. Schwabl,Markus Schwabl,28,1990-08-26,182,71,Germany,SpVgg Unterhaching
Jeong Dong Ho,정동호 丁东浩,29,1990-03-07,174,68,Korea Republic,Ulsan Hyundai FC
A. Gnanduillet,Armand Gnanduillet,27,1992-02-13,193,93,Ivory Coast,Blackpool
T. Abe,阿部 拓馬,31,1987-12-05,171,73,Japan,Vegalta Sendai
B. Stuver,Brad Stuver,28,1991-04-16,191,81,United States,New York City FC
C. Rojas,Cristián Manuel Rojas Sanhueza,33,1985-12-19,174,74,Chile,CD Antofagasta
R. González,Rodolfo Antonio González Aránguiz,30,1989-02-28,185,80,Chile,CD Cobresal
C. Hinestroza,César Augusto Hinestroza Lozano,29,1989-11-20,172,71,Colombia,Patriotas Boyacá FC
J. Rivas,Janeiler Rivas Palacios,31,1988-05-18,194,93,Colombia,Gimnasia y Esgrima La Plata
D. Asprilla,Dairon Estibens Asprilla Rivas,27,1992-05-25,180,75,Colombia,Portland Timbers
F. Saavedra,Fabián Andrés Saavedra Muñóz,27,1992-01-27,168,67,Chile,CD Cobresal
F. Reynero,Felipe Andrés Reynero Galarce,30,1989-03-14,177,70,Chile,CD Cobresal
M. Mancosu,Matteo Mancosu,34,1984-12-22,182,75,Italy,Virtus Entella
F. Portillo,Francisco Portillo,31,1987-07-24,178,75,Paraguay,CD Universidad de Concepción
R. Dadashov,Rüfät Dadaşov,27,1991-09-29,190,84,Azerbaijan,SC Preußen Münster
Platini,Luís Carlos Almada Soares,33,1986-04-16,174,71,Cape Verde,Politehnica Iaşi
J. Corrales,Jorge Luis Corrales Cordero,28,1991-05-20,174,68,Cuba,Montreal Impact
J. Dossou,Jodel Dossou,27,1992-03-17,173,68,Benin,TSV Hartberg
M. Deville,Maurice Deville,26,1992-07-31,192,88,Luxembourg,SV Waldhof Mannheim
D. Wheeler,David Wheeler,28,1990-10-04,180,76,England,Wycombe Wanderers
S. Kreyer,Sven Kreyer,28,1991-05-15,181,80,Germany,Viktoria Köln
L. Mancinelli,Lucas Mancinelli,29,1989-07-06,168,68,Argentina,Patronato
I. Herrera,Ignacio Herrera,31,1987-10-30,178,76,Chile,CD Palestino
T. Karlsson,Tobias Karlsson,30,1989-01-14,187,85,Sweden,Falkenbergs FF
T. McNamara,Thomas McNamara,28,1991-02-06,175,77,United States,Houston Dynamo
Aidi Fulangxisi,艾迪·弗朗西斯,28,1990-12-17,181,75,China PR,Shanghai Greenland Shenhua FC
A. Stølås,Alexander Stølås,30,1989-04-30,182,75,Norway,FK Haugesund
T. Nishi,西 翼,29,1990-04-08,173,66,Japan,Daegu FC
M. Diakota,Mickaël Diakota,28,1990-10-06,181,74,France,Gaz Metan Mediaş
T. Andreu,Tony Andreu,31,1988-05-22,178,73,France,St. Mirren
D. MacKinnon,Darian MacKinnon,33,1985-10-09,178,74,Scotland,Hamilton Academical FC
L. Santelices,Luis Rodrigo Santelices Tello,33,1985-10-29,183,77,Chile,Curicó Unido
S. Zúñiga,Sebastián Zúñiga Fuenzalida,29,1990-06-21,167,75,Chile,Unión La Calera
Zhao Honglue,赵宏略,29,1989-12-04,180,76,China PR,Tianjin TEDA FC
D. Sosa,Diego Sosa,27,1991-10-24,167,64,Argentina,Argentinos Juniors
José Fran,José Francisco Agulló Sevilla,27,1992-06-01,178,74,Spain,CF Fuenlabrada
K. van Veen,Kevin van Veen,28,1991-06-01,185,90,Netherlands,Scunthorpe United
O. Balanta,Oscar Iván Balanta Mosquera,31,1988-04-07,187,73,Colombia,Patriotas Boyacá FC
O. Fisher,Oniel Fisher,27,1991-11-22,175,70,Jamaica,DC United
R. Allen,RJ Allen,29,1990-04-17,180,79,United States,Philadelphia Union
Wanderson,Wanderson Carvalho Oliveira,30,1989-03-31,172,60,Brazil,Pohang Steelers
A. Hasegawa,長谷川 アーリアジャスール,30,1988-10-29,186,78,Japan,Nagoya Grampus
T. Mahrer,Thorsten Mahrer,29,1990-01-22,191,81,Austria,SV Mattersburg
Leonardo Freijão,Leonardo Miguel Freijão Jasper,35,1984-02-29,176,72,Brazil,Ceará Sporting Club
Juli Morrinhos,Vinicius Lúcio Julião Morrinhos,31,1988-02-29,181,75,Brazil,Chapecoense
Dêniro Prestes,Dêniro Rubens Prestes Cadete,31,1988-02-29,187,82,Brazil,Ceará Sporting Club
Perceval Acunha,Perceval Maicon Acunha Inácio,31,1988-02-29,190,82,Brazil,CSA - AL
Peixotacinho,Allison Alan Peixoto Gomes,35,1984-02-29,187,83,Brazil,Bahia
Mateus Couteira,Mateus Bernardo Couteira Machado,35,1984-02-29,177,75,Brazil,Fortaleza
Vasquão Junior,Allan Norberto Vasquez Sobrinho,31,1988-02-29,187,86,Brazil,Atlético Paranaense
Vagnão Junior,Vágner Nilson Rosa Cadete,27,1992-02-29,172,62,Brazil,Ceará Sporting Club
Iuliano Alfaro,Iuliano Wagner Alfaro Azevedo,31,1988-02-29,177,72,Brazil,Bahia
F. Carabalí,Francisco Carabalí,28,1991-02-24,180,76,Venezuela,Patriotas Boyacá FC
Y. Díaz,Yilton Díaz,27,1992-06-12,178,70,Colombia,Atlético Huila
N. Bandiera,Neri Ricardo Bandiera,29,1989-07-03,172,65,Argentina,Curicó Unido
J. Galeano,Juan Daniel Galeano,30,1989-06-03,170,68,Argentina,Central Córdoba
R. Moriwaki,森胁 良太,33,1986-04-06,177,75,Japan,Urawa Red Diamonds
Y. Hiraoka,平岡 康裕,33,1986-05-23,183,70,Japan,Vegalta Sendai
T. Murayama,村山 智彦,31,1987-08-22,184,78,Japan,Matsumoto Yamaga
Kim Jungya,김정야 金贞亚,31,1988-05-17,183,74,Korea Republic,Vegalta Sendai
J. Kusukami,楠神 順平,31,1987-08-27,171,63,Japan,Shimizu S-Pulse
C. Tarragona,Cristian Alberto Tarragona,28,1991-04-09,180,77,Argentina,Patronato
K. Ogawa,小川 庆治朗,26,1992-07-14,170,65,Japan,Vissel Kobe
A. Dandea,Alexandru Dandea,31,1988-01-23,189,81,Romania,FC Hermannstadt
Nelson Freitosa,Nelson Arturo Freitosa Ruiz,35,1984-02-29,185,81,Brazil,Ceará Sporting Club
Claudio Mouria,Claudio Igor Mouria Silva,27,1992-02-29,183,78,Brazil,Santos
Joaninho Chagas,Joaninho Marvin Chagas Silva,31,1988-02-29,178,70,Brazil,Avaí FC
Mairdel Sampaio,Mairdel Kaíque Sampaio Muttinho,31,1988-02-29,175,71,Brazil,CSA - AL
A. Tanaka,田中 亜土夢,31,1987-10-04,167,68,Japan,Cerezo Osaka
A. Kouakou,Aubin Kouakou,28,1991-06-01,185,78,Ivory Coast,Damac FC
P. Pîrvulescu,Paul Ovidiu Pârvulescu,30,1988-08-11,170,71,Romania,Academica Clinceni
L. Del Pinto,Lorenzo Del Pinto,29,1990-06-17,180,78,Italy,Benevento
Adrián Rocheira,Adrián Welliton Rocheira Sá,35,1984-02-29,182,73,Brazil,Atlético Paranaense
Dillson Teixeiro,Dillson Robson Teixeiro Loto,35,1984-02-29,180,74,Brazil,Fortaleza
A. Melgalvis,Aleksander Melgalvis,29,1989-08-10,178,73,Norway,Lillestrøm SK
I. Sirelius,Ian Sirelius,31,1987-10-28,177,78,Sweden,IK Sirius
K. Tokura,都仓 贤,33,1986-06-16,187,80,Japan,Cerezo Osaka
S. Kamata,镰田 翔雅,30,1989-06-15,172,68,Japan,Shimizu S-Pulse
Zhu Jianrong,朱建荣,27,1991-07-12,185,82,China PR,Shanghai Greenland Shenhua FC
Jiang Tao,姜涛,30,1989-06-28,182,76,China PR,Beijing Sinobo Guoan FC
P. Hoffmann,Philipp Hoffmann,27,1992-06-19,186,76,Germany,SC Preußen Münster
S. Al Khaibari,Sami Al Khaibari,29,1989-09-18,185,74,Saudi Arabia,Al Fayha
D. Ernst,Dominik Ernst,28,1990-08-08,178,72,Germany,1. FC Magdeburg
J. Welzmüller,Josef Welzmüller,29,1990-01-10,188,75,Germany,SpVgg Unterhaching
N. Fofana,Nama Fofana,29,1990-06-12,183,78,France,La Berrichonne de Châteauroux
Lucas Sotero,Lucas Alves Sotero da Cunha,28,1991-05-21,178,72,Brazil,Unión Magdalena
André Luis Neitzke,André Luis Neitzke,32,1986-11-24,186,80,Brazil,Neuchâtel Xamax
J. Pérez,Jhonatan Pérez,30,1989-04-06,179,70,Venezuela,Atlético Huila
R. Iio,飯尾 竜太朗,28,1991-01-30,174,69,Japan,Vegalta Sendai
T. Bunmathan,Theerathon Bunmathan,29,1990-02-06,171,62,Thailand,Yokohama F. Marinos
N. Ependi,尼扎木丁·阿凡提,28,1991-04-23,178,68,China PR,Beijing Renhe FC
João Reis,João Carlos Silva Reis,27,1992-06-24,174,66,Portugal,CD Tondela
P. Lima,Pablo Lima,28,1990-08-19,181,77,Uruguay,La Equidad
K. Kotegawa,Koki Kotegawa,29,1989-09-12,173,67,Japan,Oita Trinita
F. Arismendi,Fernando Arismendi,28,1991-03-31,175,70,Uruguay,CD Everton de Viña del Mar
M. Ahmed,Mohammed Ahmed,30,1989-04-16,183,78,United Arab Emirates,Al Ain FC
S. Torres,Saúl Torres,29,1990-03-27,175,68,Bolivia,Bolivia
I. Balaur,Ionuţ Balaur,30,1989-06-06,188,83,Romania,FC Voluntari
C. Straton,Cătălin Straton,29,1989-10-09,191,87,Romania,Dinamo Bucureşti
S. Bușu,Sorin Bușu,29,1989-07-08,176,73,Romania,FC Hermannstadt
A. Patache,Andrei Patache,31,1987-10-29,174,74,Romania,FC Botoşani
J. Castro,Juan Castro,27,1991-12-21,165,69,Mexico,Atlético de San Luis
J. Crillon,Judicaël Crillon,30,1988-11-21,179,70,France,FC Chambly Oise
A. Soubervie,Anthony Soubervie,35,1984-04-24,183,80,France,FC Chambly Oise
A. Tertereau,Aurélien Tertereau,27,1991-07-24,182,72,France,Rodez Aveyron Football
J. Chougrani,Joris Chougrani,28,1991-03-30,185,82,France,Rodez Aveyron Football
Mychell Chagas,Mychell Ruan Da Silva Chagas,30,1989-06-06,183,81,Brazil,Servette FC
A. Vardin,Alexandre Vardin,29,1989-09-18,182,78,France,Le Mans FC
Y. Fouzai,Youssef Fouzai,31,1987-12-02,176,71,Tunisia,Al Adalah
K. Delgado,Kilian Delgado,29,1990-04-01,180,76,Chile,Coquimbo Unido
L. Mihai,Livai Mihai,31,1988-03-12,172,68,Romania,Chindia Târgovişte
R. Tincu,Răzvan Tincu,31,1987-07-15,185,80,Romania,Sepsi OSK
P. Cortizo,Pablo Cortizo,29,1989-09-01,186,78,Argentina,Patronato
G. Chatterjee,Gajodara Chatterjee,33,1985-07-04,195,84,India,India
P. Bueno,Pablo Bueno,29,1990-03-30,181,65,Argentina,Jaguares de Córdoba
M. Đurić,Milan Đurić,31,1987-10-03,188,75,Serbia,Central Coast Mariners
E. Millot,Enzo Millot,16,2002-07-17,175,65,France,AS Monaco
L. Agoume,Lucien Agoume,17,2002-02-09,185,75,France,Inter
S. Esposito,Sebastiano Esposito,16,2002-07-02,186,75,Italy,Inter
A. Dabo,Abdoulaye Dabo,18,2001-03-04,181,74,France,FC Nantes
A. Idah,Adam Idah,18,2001-02-11,190,83,Republic of Ireland,Norwich City
A. Riccardi,Alessio Riccardi,18,2001-04-03,178,65,Italy,Roma
J. Yeboah,John Yeboah,19,2000-06-23,170,66,Germany,VfL Wolfsburg
M. Vandevoordt,Maarten Vandevoordt,17,2002-02-26,187,71,Belgium,KRC Genk
M. Viviani,Mattia Viviani,18,2000-09-04,183,72,Italy,Brescia
J. Garner,James Garner,18,2001-03-13,183,75,England,Manchester United
A. Perea,Andrés Perea,18,2000-11-14,185,76,Colombia,Atlético Nacional
Roberto López,Roberto López Alcaide,19,2000-04-24,179,70,Spain,Real Sociedad
H. Massengo,Han-Noah Massengo,17,2001-07-07,177,66,France,Bristol City
D. Sikan,Danylo Sikan,18,2001-04-16,180,73,Ukraine,Shakhtar Donetsk
A. Gündüz,Atakan Gündüz,18,2001-01-01,189,84,Turkey,Trabzonspor
J. Gvardiol,Josko Gvardiol,17,2002-01-23,186,77,Croatia,Dinamo Zagreb
D. Loader,Danny Loader,18,2000-08-28,182,68,England,Reading
L. Plogmann,Luca Plogmann,19,2000-03-10,188,78,Germany,SV Werder Bremen
Z. Medley,Zechariah Medley,18,2000-07-07,195,75,England,Arsenal
N. Ferguson,Nathan Ferguson,18,2000-10-06,181,70,England,West Bromwich Albion
K. Nakamura,中村 敬斗,18,2000-07-28,180,75,Japan,FC Twente
O. Batista Meier,Oliver Batista Meier,18,2001-02-16,178,67,Germany,Bayern München II
K. Goudmijn,Kenzo Goudmijn,17,2001-12-18,173,58,Netherlands,AZ Alkmaar
L. Dajaku,Leon Dajaku,18,2001-04-12,180,75,Germany,Bayern München II
N. Katterbach,Noah Katterbach,18,2001-04-13,178,73,Germany,1. FC Köln
S. Keita,Sibiry Keita,18,2001-01-30,174,67,Mali,KAS Eupen
Unai Vencedor,Unai Vencedor Paris,18,2000-11-15,176,71,Spain,Athletic Club de Bilbao
N. Umyarov,Nail Umyarov,19,2000-06-27,182,75,Russia,Spartak Moscow
E. Dina Ebimbe,Eric Junior Dina Ebimbe,18,2000-11-21,183,77,France,Le Havre AC
Riquelme,Rodrigo Riquelme Reche,19,2000-04-02,174,70,Spain,Atlético Madrid
Y. Diouf,Yehvann Diouf,19,1999-11-16,187,75,France,Stade de Reims
V. Castellanos,Valentín Mariano José Castellanos Giménez,20,1998-10-03,178,74,Argentina,New York City FC
T. Puchacz,Tymoteusz Puchacz,20,1999-01-23,180,74,Poland,Lech Poznań
L. Ureta,Luis Alfonso Ureta Medina,20,1999-03-08,177,77,Chile,CD O'Higgins
O. Güçtekin,Oğuz Kağan Güçtekin,20,1999-04-06,173,71,Turkey,Çaykur Rizespor
G. Marsh,George Marsh,20,1998-11-05,178,68,England,Tottenham Hotspur
J. Roles,Jack Roles,20,1999-02-26,183,67,Cyprus,Tottenham Hotspur
Y. Bisseck,Yann Aurel Bisseck,18,2000-11-29,194,83,Germany,Holstein Kiel
T. Klupś,Tymoteusz Klupś,19,2000-02-26,179,77,Poland,Lech Poznań
F. Caligara,Fabrizio Caligara,19,2000-04-12,180,74,Italy,Venezia FC
M. Lacroix,Maxence Lacroix,19,2000-04-06,190,88,France,FC Sochaux-Montbéliard
L. Kharabadze,Levan Kharabadze,19,2000-01-26,184,79,Georgia,FC Zürich
D. Bettella,Davide Bettella,19,2000-04-07,185,78,Italy,Pescara
S. Boey,Sacha Boey,18,2000-09-13,178,70,France,Stade Rennais FC
João Virgínia,João Manuel Neves Virgínia,19,1999-10-10,188,83,Portugal,Reading
H. Vetlesen,Hugo Vegard Vetlesen,19,2000-02-29,177,72,Norway,Stabæk Fotball
C. Lakin,Charlie Lakin,20,1999-05-08,175,70,England,Birmingham City
A. Akbulut,Arda Akbulut,18,2001-01-01,192,79,Turkey,Trabzonspor
C. Baumgartner,Christoph Baumgartner,19,1999-08-01,178,68,Austria,TSG 1899 Hoffenheim
G. Busio,Gianluca Busio,17,2002-05-28,170,61,United States,Sporting Kansas City
K. Agudelo,Kevin Andrés Agudelo Ardila,20,1998-11-14,173,70,Colombia,Genoa
Lim Jae Hyeok,임재혁 Jae Hyeok Lim,20,1999-02-06,180,66,Korea Republic,Daegu FC
E. Herrera,Edwin Alberto Herrera Hernandez,20,1998-09-02,172,68,Colombia,Independiente Santa Fe
V. Burgoa,Valentín Burgoa,18,2000-08-16,175,68,Argentina,Godoy Cruz
Pelayo Morilla,Pelayo Morilla Cabal,17,2001-07-12,180,74,Spain,Real Sporting de Gijón
A. Reyes,Andrés Reyes,19,1999-09-08,184,79,Colombia,Atlético Nacional
M. Mampala,Manasse Mampala,18,2000-07-18,183,75,England,Everton
Luan Cândido,Luan Cândido de Almeida,19,2000-02-02,177,70,Brazil,RB Leipzig
E. Seçgin,Erdem Seçgin,19,2000-01-05,180,75,Turkey,Beşiktaş JK
A. Candela,Antonio Candela,19,2000-04-27,185,79,Italy,Trapani
J. Bamert,Jan Bamert,21,1998-03-09,183,76,Switzerland,FC Sion
J. Hauge,Jens Petter Hauge,19,1999-10-12,180,75,Norway,FK Bodø/Glimt
C. Styles,Callum Styles,19,2000-03-27,167,60,England,Barnsley
Y. Güveli,Yiğithan Güveli,21,1998-01-06,194,85,Turkey,Yeni Malatyaspor
N. Nartey,Nikolas Nartey,19,2000-02-22,185,80,Denmark,1. FC Köln
Víctor Fernández,Víctor Fernández Satué,21,1998-05-02,175,70,Spain,Newcastle United
P. Gueye,Pape Gueye,20,1999-01-24,187,65,France,Le Havre AC
R. Hoffmann,Ron-Thorben Hoffmann,20,1999-04-04,192,84,Germany,FC Bayern München
S. Barreto,Sergio Barreto,20,1999-04-20,184,78,Argentina,Independiente
M. Obafemi,Michael Obafemi,18,2000-07-06,169,71,Republic of Ireland,Southampton
A. Rizzo,Agostino Rizzo,20,1999-03-24,180,73,Italy,Livorno
Clemente,Enrique Clemente Maza,20,1999-03-04,180,79,Spain,Real Zaragoza
C. Sánchez,Christian Joel Sánchez Leal,19,1999-07-09,193,88,Cuba,Real Sporting de Gijón
P. Will,Paul Will,20,1999-03-01,185,77,Germany,Bayern München II
Joaquín,Joaquín Muñoz Benavides,20,1999-03-10,173,60,Spain,SD Huesca
E. Le Fée,Enzo Le Fée,19,2000-02-03,170,58,France,FC Lorient
F. Marchwiński,Filip Marchwiński,17,2002-01-10,185,72,Poland,Lech Poznań
L. Davis,Leif Davis,19,2000-01-12,177,67,England,Leeds United
T. Cissokho,Till Cissokho,19,2000-02-08,200,88,France,Clermont Foot 63
Amilcar Silva,Amilcar Silva,19,1999-07-18,175,68,Portugal,AS Monaco
A. Pelmard,Andy Pelmard,19,2000-03-12,179,66,France,OGC Nice
L. Ghezali,Lamine Ghezali,19,1999-07-06,175,60,France,La Berrichonne de Châteauroux
Z. Aboukhlal,Zakaria Aboukhlal,19,2000-02-18,179,74,Netherlands,PSV
A. Phliponeau,Alexandre Phliponeau,19,2000-01-26,176,65,France,Olympique de Marseille
M. Bahlouli,Mohamed Bahlouli,19,2000-02-17,173,72,France,Sampdoria
Otegui,Antonio Islam Otegui Khalifi,21,1998-03-07,171,63,Spain,CA Osasuna
C. Brittain,Callum Brittain,21,1998-03-12,181,68,England,Milton Keynes Dons
J. Okkels,Jeppe Okkels,19,1999-07-27,183,75,Denmark,Silkeborg IF
A. Poulsen,Andreas Poulsen,19,1999-10-13,188,80,Denmark,Borussia Mönchengladbach
O. Shaw,Oliver Shaw,21,1998-03-12,188,72,Scotland,Hibernian
M. Nani,Matías Germán Nani,21,1998-03-26,189,85,Argentina,Central Córdoba
A. Bamba,Axel Bamba,19,1999-07-06,183,85,Ivory Coast,Paris FC
N. Stierlin,Niclas Stierlin,19,2000-01-22,182,75,Germany,SpVgg Unterhaching
